30.425781 	 0.000000 	 30.000000 	 TRUE 
30.914062 	 0.000000 	 30.000000 	 TRUE 
30.914062 	 0.000000 	 30.000000 	 TRUE 
31.402344 	 0.000000 	 30.000000 	 TRUE 
30.914062 	 0.000000 	 30.000000 	 TRUE 
30.425781 	 0.000000 	 30.000000 	 TRUE 
RUE 
31.402344 	 20.000000 	 30.000000 	 TRUE 
30.914062 	 20.000000 	 30.000000 	 TRUE 
30.425781 	 20.000000 	 30.000000 	 TRUE 
30.425781 	 20.000000 	 30.000000 	 TRUE 
30.914062 	 20.000000 	 30.000000 	 TRUE 
30.914062 	 20.000000 	 30.000000 	 TRUE 
30.914062 	 20.000000 	 30.000000 	 TRUE 
30.425781 	 20.000000 	 30.000000 	 TRUE 
30.914062 	 20.000000 	 30.000000 	 TRUE 
31.402344 	 20.000000 	 30.000000 	 TRUE 
31.890625 	 20.000000 	 30.000000 	 TRUE 
31.402344 	 20.000000 	 30.000000 	 TRUE 
30.914062 	 20.000000 	 30.000000 	 TRUE 
30.914062 	 20.000000 	 30.000000 	 TRUE 
